CUSIP,Issuer,Issue Date,Maturity Date,Coupon Rate,Price,Par Value,Market Value,Rating,Sector
CT7STZQUD,APZ1HK,1990-4-1,2038-9-7,5.85,87.84,445.71,5838.49,C,Consumer Staples
R8SKQAOM0,KRU98R,2023-6-9,2046-6-4,8.59,118.74,803.6,6348.66,BB,Technology
KG8JL2GLR,4MT0VR,2003-4-28,2042-4-17,1.65,87.39,171.18,3513.33,D,Materials
GJDG3LTMH,2CMRKM,2004-5-22,2033-3-25,6.79,99.15,766.79,6421.55,D,Healthcare
PDHAWOG6G,OT4ZP4,2002-6-14,2031-8-12,7.33,84.02,244.59,4784.82,C,Energy
JJSRX6E29,LYWGDZ,2003-7-13,2038-9-3,5.94,112.88,970.3,4660.34,AA,Consumer Staples
LK2ESLDUB,MNVISJ,2007-9-27,2049-7-12,2.47,114.98,232.6,9446.74,AA,Healthcare
0T0OWM3QZ,972WI3,2006-2-12,2050-4-15,7.99,100.48,746.54,4232.53,B,Consumer Discretionary
1I0ICVFSG,JO5BDR,2021-7-3,2024-3-25,3.42,118.38,620.21,5661.25,D,Finance
V89D00MNA,F6AASX,2018-11-1,2032-2-20,4.87,113.57,504.47,8251.86,D,Utilities
1I01Z0G56,BNTAR7,1988-10-4,2026-11-3,8.28,115.89,449.52,9504.49,A,Consumer Staples
EYNX4GVA5,GNXA6N,1999-7-8,2028-8-20,5.4,90.31,372.5,8751.9,CCC,Real Estate
VYL951RLS,FX9GNZ,2022-5-10,2026-1-7,3.48,106.28,768.49,1621.64,CCC,Energy
WBYTVIZVV,UT0YOH,2012-10-1,2027-7-17,6.12,90.68,214.96,9014.71,CC,Materials
PPTZVOJS3,UNKPR0,2022-7-17,2038-8-18,7.73,104.04,791.74,8151.17,CCC,Industrials
WQESAKVSC,7Z8UOH,1984-12-10,2033-5-23,2.54,106.28,286.99,3832.38,AA,Energy
Y0JSJL5PC,YJL3XD,2005-9-20,2042-1-22,8.14,108.35,358.59,5849.3,CCC,Materials
5NJY513GX,R2ZCGT,1987-4-21,2037-6-9,5.05,86.03,208.15,3274.65,BBB,Energy
95H0YEGDH,2SCPLK,2003-1-1,2039-8-9,8.54,97.87,805.78,5042.58,A,Utilities
8F093GTPD,6G459L,2023-12-23,2038-12-23,2.82,115.7,430.41,8648.68,AA,Consumer Staples
PLTFNTBNK,THD2KZ,1992-1-22,2040-6-28,4.57,90.22,191.85,7891.86,AA,Real Estate
W7YG0J3EK,EDHTNV,2003-3-26,2024-9-26,9.62,100.16,294.71,9481.23,BB,Consumer Staples
QHM9J9FSC,0VVGCZ,1980-7-14,2048-8-8,0.27,81.77,608.4,5877.64,A,Finance
3SIMD50SJ,Z0KQA5,1987-7-3,2025-12-18,2.02,109.11,770.65,8011.1,AAA,Materials
UBOVRCLIN,WLQLO3,2003-10-6,2027-8-19,0.89,86.99,993.73,1978.78,CCC,Consumer Discretionary
270CH8IU2,S7WST3,1989-1-16,2032-4-6,6.22,97.4,371.58,9926.91,A,Industrials
JZG36OVLA,UL3ED1,2001-7-6,2037-3-25,4.89,90.57,926.0,8811.79,CCC,Industrials
WZFT71YYI,QPTG6F,2001-3-2,2043-6-6,4.74,96.82,891.21,2792.32,CCC,Consumer Staples
ZY9UK48FJ,PLNDJZ,1987-9-27,2028-10-27,9.02,112.86,896.16,3097.26,AAA,Finance
T4BTZFRWX,RVV5AX,1993-6-3,2044-4-1,0.96,91.99,720.06,1045.23,B,Utilities
4K6NP6HNO,67NP9A,2008-12-10,2045-8-2,4.06,87.66,663.7,3487.95,CC,Consumer Staples
HOGFOCYKP,OMFQK8,2016-11-11,2036-1-23,3.6,87.98,243.26,7312.51,AA,Materials
I4U0VNMAA,AYXQPD,1995-11-24,2038-8-25,3.61,86.27,648.36,6998.52,CCC,Technology
VQHFLZ5M1,I0SP08,1991-7-23,2024-9-22,5.99,117.18,850.84,4883.44,BBB,Healthcare
WG67J559P,EOBJWC,2013-6-21,2024-10-5,5.18,105.23,218.78,8029.95,BBB,Utilities
2MWJPRXWW,5PMF8E,2002-11-21,2031-10-15,2.24,88.46,713.22,6323.99,AA,Technology
KYK7EE0LM,ISXOWY,2005-4-5,2037-7-15,5.14,85.2,136.24,7109.83,C,Energy
2MTLD7K5C,BZEHVG,1994-3-16,2032-7-25,1.75,88.38,421.46,8207.98,BBB,Industrials
FRU22MZQV,NKY5ZT,2000-6-15,2026-7-5,9.86,110.21,654.13,6336.17,D,Industrials
XILN26T6S,8GX548,1998-9-5,2048-2-18,2.05,87.62,987.17,3070.73,B,Materials
RI39Z1D8I,KO42PU,1987-9-20,2029-8-2,4.68,103.49,727.34,7760.08,A,Consumer Staples
34TQVQVV9,7M3H8R,1988-6-12,2050-7-20,6.31,80.74,514.14,2242.31,CC,Technology
KNWL16HHV,I0LAYP,2007-1-22,2049-11-13,3.64,85.25,131.08,4136.15,BBB,Energy
RM49CUQTA,CA95K5,2006-10-15,2026-8-3,8.09,107.98,922.56,1276.2,AA,Materials
ADCS56MNU,RN4H22,2017-3-18,2036-5-7,4.96,104.76,151.1,3027.65,A,Finance
2T0XPXCR7,56MPE7,2018-11-22,2046-3-13,7.17,106.39,865.07,5054.42,A,Real Estate
NH1FCMHIH,V9G2S9,2003-10-24,2030-4-19,1.14,98.86,413.18,5771.99,BB,Materials
KDWDK9FI9,FB7FTU,2013-2-13,2041-12-1,4.37,99.21,988.81,7462.5,B,Technology
VLLFCZT0M,PHQ054,2021-8-18,2038-2-4,0.85,110.43,358.11,4222.96,BB,Energy
FAJTYXBEH,QNKZNP,1992-3-22,2037-11-27,6.51,115.69,960.41,8878.33,AAA,Consumer Staples
GWSY89FY7,ADQOY3,1996-11-14,2025-3-2,2.95,98.25,967.46,8584.11,BBB,Utilities
HZ35WEOTE,WXVU9D,2014-7-24,2028-6-3,2.78,98.37,638.9,5686.46,C,Consumer Staples
LXTIG7FFS,44YN30,1987-1-21,2044-4-8,5.09,115.38,122.6,6807.33,BB,Real Estate
RL7BRYPRH,N241XT,2023-9-8,2031-12-20,4.44,103.47,298.35,6510.6,B,Technology
D1B9D51L5,GHMVMX,2023-6-16,2044-4-2,0.87,80.38,676.03,7229.66,AAA,Utilities
RI7D8O7AC,971SNI,2009-7-2,2043-9-23,1.49,93.43,736.42,3034.28,AAA,Consumer Staples
KF1GFLCWH,MHE04O,2018-10-22,2047-1-4,0.37,96.6,830.63,5476.7,CC,Healthcare
H0H8P8BNR,I04NDJ,1989-3-17,2025-11-12,4.41,103.89,378.83,3064.4,C,Utilities
HMBFV8AJ7,BDAY2C,2000-11-23,2034-12-25,3.72,109.57,710.68,2825.43,AAA,Finance
QLV6OSKZ8,YI5JUF,1999-8-26,2047-12-17,9.82,115.15,487.54,9846.99,AAA,Finance
9JADYQ197,QREWAZ,2016-11-22,2028-10-15,4.06,91.08,279.64,5172.84,BBB,Consumer Discretionary
L61L6UPVD,DIB94L,1981-7-1,2027-10-8,9.27,110.07,860.63,2137.58,CCC,Healthcare
1EBFWADA7,TNH2LP,2018-7-2,2036-4-4,9.88,94.82,243.49,5702.14,A,Energy
19KH7SUKT,731WZU,2019-5-24,2028-5-1,3.95,81.92,980.16,8766.21,AAA,Consumer Discretionary
KI8KUQ8RN,WVZJC0,2000-10-24,2036-10-24,7.1,92.14,578.07,1267.63,BB,Utilities
UC18VJ3QY,ULICSV,1991-5-4,2036-3-25,9.59,109.8,674.93,4213.01,AAA,Technology
UCFTV678W,L71947,1981-3-2,2045-1-14,5.34,88.21,211.45,8212.51,B,Utilities
UXT24J731,JBMAJD,1992-4-28,2049-10-12,0.92,118.47,481.74,3122.1,BBB,Utilities
DZ57DVBU5,XA8F8M,2012-6-26,2027-9-12,7.4,82.69,238.68,7710.12,CC,Finance
9EIZG2J15,5T4IUH,2023-2-5,2033-12-9,6.8,117.01,260.07,1369.38,AAA,Consumer Staples
XSV2Y68MO,KO1RVW,1980-2-21,2037-2-15,2.44,105.53,151.0,1465.07,C,Consumer Discretionary
Q1QQF6Y26,J222VZ,1984-8-4,2025-8-19,3.21,82.14,352.78,3322.47,A,Healthcare
FWMR122A4,7YAN5D,2007-6-9,2025-4-23,2.64,105.61,148.43,9208.25,AA,Utilities
J2587VT5J,NL5AL5,2018-2-15,2031-1-16,5.86,80.85,852.62,7313.64,CCC,Real Estate
JR901QQJK,67DSXG,2000-10-18,2033-3-5,8.96,105.2,388.67,3843.32,BB,Consumer Staples
XBXIRJ6LG,FTMAB0,1991-4-24,2026-2-16,6.19,119.53,887.09,9696.31,A,Industrials
BUAVTLW4K,8MYBFT,1996-2-6,2040-9-14,2.03,90.54,443.42,6640.0,C,Utilities
BIYDE2H9M,BMT6CS,2009-1-26,2039-5-13,6.19,89.51,493.02,6899.76,AA,Finance
2I3G1WN74,LG699Z,2014-5-15,2045-2-8,7.44,89.17,169.72,5739.72,D,Consumer Staples
P9XKMC9ZT,2C9Z0Q,1990-6-9,2025-12-3,4.89,113.27,643.01,7231.01,BBB,Consumer Staples
T5ANINO6M,ISH4RF,2009-12-7,2048-2-24,8.0,94.9,381.67,8981.33,C,Technology
RY72NW4WR,YOLSQA,2021-5-9,2046-10-18,4.06,100.43,356.71,8809.49,A,Technology
Z10641R69,8M5RF5,1998-3-4,2042-5-9,3.02,119.59,240.33,6640.01,C,Technology
DQZWHOSVZ,I0NSKG,1996-3-8,2029-9-13,3.77,107.63,881.0,4671.34,CCC,Real Estate
SDHWU972D,1AH204,2003-9-17,2037-3-5,7.97,89.11,809.08,1710.14,D,Technology
V5A30HKIB,DDHS01,1992-5-13,2027-10-3,0.64,85.16,803.88,3278.52,C,Industrials
2B83IX95L,ZNQI37,1985-7-1,2028-12-8,0.13,91.57,491.1,1209.07,BBB,Energy
R2RY56JN5,32HWCL,1986-2-23,2035-8-11,7.34,89.85,139.26,7217.09,CC,Industrials
BYMNYDJWC,2E1LFH,1985-11-4,2047-8-24,5.52,83.68,555.73,4935.7,CCC,Materials
AJ4HUGJUY,DRQWN2,1997-4-18,2035-12-3,9.44,111.87,914.15,5094.34,B,Finance
FG0G5DKSP,4EEQ0P,2020-6-18,2031-4-3,6.01,104.23,191.79,7359.76,CC,Consumer Staples
OPLVA7YQA,XNUJJW,2005-5-19,2044-10-17,8.79,114.55,813.0,7847.35,BBB,Utilities
DU5QG51B2,JRPFRK,2010-6-21,2048-5-20,7.79,82.02,353.87,4952.88,D,Utilities
7651T8R52,2EAHN3,2007-10-24,2031-7-22,8.5,98.46,266.12,5606.59,CC,Energy
8EKNMTQ1A,5RJZET,2020-5-13,2033-6-24,0.41,107.75,599.55,5060.13,D,Industrials
19AMCGTJ9,LB4CID,1996-1-27,2045-5-17,8.98,116.78,547.86,4301.46,B,Utilities
ZQQ25AIPE,HS60T9,1984-5-24,2048-5-11,4.83,101.62,147.06,2092.97,D,Consumer Staples
X1VBS3RVX,QYQIF9,1993-3-6,2036-10-26,6.33,99.1,196.68,7359.29,CC,Industrials
T4YKSMJ1T,YYZTA1,1995-2-11,2039-2-4,7.15,91.72,146.64,8366.09,CCC,Industrials
7P12IB9JT,JXCWYA,1999-10-22,2034-2-25,9.6,95.58,877.58,5298.08,CC,Consumer Discretionary
USY3WS2SJ,643ARV,2016-9-12,2028-6-21,4.49,109.68,943.35,9989.92,A,Consumer Staples
47KD9MOZ9,9ICM32,1980-9-18,2026-9-23,7.02,109.96,165.96,7159.03,CCC,Industrials
UR7871M7R,XUTTIL,2003-1-15,2042-1-2,1.52,98.58,675.05,4259.09,D,Energy
F6KXLBIO3,G9K3QY,2018-11-16,2048-1-19,1.97,97.19,636.89,5716.36,BB,Real Estate
8RC0GJ759,W3S1Q5,1996-3-24,2035-4-7,5.77,112.1,269.63,6103.56,AA,Real Estate
9KR1O63BX,2IDQ7J,2003-7-14,2041-11-17,6.32,108.36,203.58,1030.6,BB,Real Estate
R7V5D6QIY,66J36V,1989-8-17,2024-8-4,5.58,116.07,631.46,5210.2,BB,Consumer Discretionary
NTIE8PG51,W8ZLAK,1998-1-9,2031-9-9,8.22,117.95,753.43,1152.01,AA,Consumer Discretionary
JI4FW2DDV,BMNLEX,2002-5-10,2031-3-16,1.5,114.51,583.12,6393.58,AA,Materials
K3QBA3VVR,7QJ99T,1985-11-20,2042-5-13,8.99,117.03,789.42,6202.46,CCC,Real Estate
482HN6BQ0,GVMRGD,2017-7-23,2034-6-19,1.69,89.19,869.3,9291.19,AAA,Technology
KRJSR748X,5GXYFW,1990-3-28,2030-1-4,6.36,98.16,585.74,2674.86,B,Real Estate
VFQ17W1YV,HPUVIM,1983-5-9,2044-10-2,4.53,103.45,833.59,7812.85,BBB,Industrials
JXHM4UTSR,SUEPN6,1987-12-4,2048-8-9,8.1,114.72,774.28,3585.39,AAA,Materials
E13PN6D4G,PPDVDG,2011-9-8,2050-4-7,6.17,106.21,382.73,7979.54,B,Energy
GYGFCI6UE,N5M2K8,1992-6-9,2049-8-16,2.69,90.92,189.26,9770.75,BB,Real Estate
5RGPJPI15,3P058P,2020-3-16,2037-10-27,4.85,114.22,670.59,8168.03,D,Energy
GI6B4289W,X65TL2,2016-11-7,2035-10-24,1.1,81.4,126.72,7046.87,D,Utilities
ZKT56NZZN,OXS0VQ,1994-4-1,2047-10-7,5.45,118.2,554.59,4536.72,BBB,Finance
K7XKIW47D,V64VSU,2006-7-17,2048-6-17,3.58,115.92,416.73,4773.96,CC,Consumer Staples
XURIQ76S0,LZTHA6,2016-8-13,2050-12-10,8.74,96.97,290.32,4258.54,CC,Energy
TJR8BV28V,CTZ8UM,1999-12-7,2036-8-24,9.07,105.76,479.94,3002.69,BBB,Real Estate
RVTRUVPZM,HN7ZD0,2021-6-7,2044-8-1,3.6,119.46,538.66,3308.71,BB,Industrials
P0ZMBJYXB,SIC7LJ,2023-1-23,2032-11-7,0.29,105.24,712.24,5728.77,AA,Technology
0KJSEWWU4,9OXVK0,2011-10-13,2047-12-1,1.53,89.62,558.47,8445.95,D,Industrials
A770OE5RV,2HN3KO,2021-9-23,2029-1-21,3.5,113.36,374.08,3904.94,D,Finance
0OGT4VH8T,BYKXQY,2021-7-7,2044-6-20,6.12,85.69,761.41,7040.65,AAA,Healthcare
6SDVUTBEE,2QGYK6,1982-10-28,2038-11-22,2.76,108.93,686.41,8572.51,BBB,Real Estate
4IXMM1NVO,63LCAY,2013-1-24,2029-6-10,6.26,112.36,913.36,2884.07,CCC,Materials
E8M9MFLEU,S2UV8Y,2007-7-28,2041-5-28,8.54,109.03,868.41,7775.43,BBB,Utilities
ZLQZJV90Q,HJ0YL9,2011-11-27,2027-4-28,4.67,89.31,142.14,5649.69,BB,Healthcare
G6IPDWK0R,NQTZ4L,2012-4-27,2034-4-24,4.63,106.97,767.68,7362.57,AAA,Real Estate
870IDUOU0,O74R97,1986-8-13,2033-1-19,0.28,109.74,624.79,5676.16,C,Consumer Discretionary
CKH9O3NTI,0USVBF,1996-4-14,2027-12-23,5.1,83.56,449.03,2324.99,A,Technology
H8T97E1D3,I3IQBD,2014-2-15,2031-12-14,6.4,88.34,938.38,1681.68,C,Utilities
PAWF1M29I,ZMDKLW,2009-4-24,2034-3-8,6.6,80.53,788.04,8050.28,AA,Consumer Staples
O9XA1L8PL,2EZPIZ,1983-2-15,2041-10-13,7.96,108.37,695.41,5187.57,BBB,Consumer Discretionary
Z9TH3X61D,BIBFAL,2022-6-13,2036-11-19,2.7,97.69,853.58,1354.93,BBB,Industrials
IYSTPVZT2,7FRVQ8,1997-11-16,2029-4-23,8.16,92.28,585.27,9240.84,AAA,Finance
QKPQXTBA2,0XK2I2,1993-4-5,2030-1-25,6.77,116.37,743.87,5032.56,D,Real Estate
74XJ6FVWX,5N5TDH,2017-2-19,2039-3-9,2.72,95.4,301.65,2822.96,BB,Real Estate
WKQVFQT0P,KI2IN1,1996-6-11,2036-5-4,0.64,83.81,814.75,2753.76,AA,Energy
WFM92XN0W,9RYQCI,2000-5-12,2041-7-13,7.65,92.12,438.79,2184.2,AAA,Materials
M958ZOJ0T,X4AUTL,2017-8-25,2032-5-13,8.55,101.29,851.98,7724.26,B,Healthcare
GBA4W0PB2,UB8RWJ,2021-8-20,2044-2-23,8.85,109.09,263.17,7446.87,B,Energy
RX19DLE7T,KTK37V,1989-2-27,2032-9-11,2.37,86.96,408.72,3738.55,CC,Utilities
7WDKCCIE0,AZ3SMG,2023-7-16,2033-9-7,3.55,105.63,155.43,5639.48,A,Real Estate
9DBZ36EJI,6PZYFQ,1996-8-12,2035-3-15,5.82,103.58,735.09,8522.61,BBB,Real Estate
HU2SBV9RM,6P27BC,2017-6-26,2041-7-21,9.58,82.28,673.08,7135.5,D,Utilities
LBDOB6O7Y,MDU3P9,2020-12-17,2033-11-4,3.38,119.93,991.07,6766.8,D,Utilities
27JDYL7RR,VL0LNK,2009-5-5,2034-12-5,6.08,93.94,478.06,9300.97,C,Energy
G4MQ8H0RX,2Y3VR7,1986-2-24,2035-9-11,6.49,108.49,152.09,9566.12,C,Consumer Discretionary
HCUIPH2U9,OSW2QP,2005-2-24,2024-10-12,6.85,118.38,405.61,5775.63,C,Finance
HX5SXPNWI,OX0MYO,2018-3-23,2029-8-6,7.47,97.92,218.01,6984.4,A,Real Estate
M5PJFGMH5,DFY0D2,2009-10-4,2046-4-23,6.2,92.92,249.06,1504.8,A,Consumer Discretionary
00BIMXMGI,BFDZD7,2018-11-3,2050-10-21,3.35,117.32,337.27,9932.26,AAA,Materials
DJZXE3XPR,IZ5K22,1994-1-13,2026-4-20,3.19,104.29,894.07,8684.92,A,Consumer Discretionary
LK5J4CQ4N,3GP8Y5,1993-2-25,2029-1-28,8.2,94.36,447.29,7153.73,D,Finance
KTHFKOR0N,HR54X7,2022-5-28,2034-11-5,7.62,116.96,196.13,3465.35,AA,Energy
BSPRKOXGP,5K9DD7,1996-8-1,2037-5-17,5.44,98.78,994.53,8400.01,CCC,Industrials
P7LMPJPPZ,4OZ1QB,2007-2-16,2028-10-5,6.27,116.44,286.98,8545.87,AAA,Energy
M19EYPL2Y,UAWGK1,1986-1-22,2046-12-26,8.86,85.01,456.58,3526.65,CC,Materials
AJDO4VHIT,XMEMPB,1989-2-28,2041-11-2,7.97,104.07,374.62,5649.36,AA,Technology
AGQGEHC7A,576UD2,2016-1-2,2038-9-4,0.81,102.94,333.68,2965.87,D,Real Estate
ORBVERDEL,A60NL2,2000-11-24,2040-10-15,7.01,112.42,952.48,4283.06,AA,Healthcare
R8BPHS0OG,S2823E,2000-10-27,2025-6-5,3.55,106.24,370.14,4584.64,AA,Real Estate
LHRUQ6SXJ,ECDB6W,1993-2-16,2036-1-8,1.47,114.86,988.05,3718.13,BB,Finance
UZ8OR49JA,L699MD,2012-8-3,2040-6-22,4.76,95.49,396.89,4287.85,B,Finance
IQE022TWU,NEQEL3,2002-11-23,2025-3-11,7.5,88.0,281.31,8585.48,BBB,Consumer Staples
VNBQ8PFMG,PT1EWL,2011-4-11,2047-11-19,7.45,110.06,948.86,1039.25,B,Finance
7ACZXXEG4,L6QMG3,2007-9-23,2024-5-17,1.0,116.73,273.79,9802.64,B,Industrials
RYT140J3S,5VKOG0,2015-5-3,2024-10-4,5.56,100.56,166.91,9726.66,CC,Energy
PKNVBELH2,JR3Y2I,2015-7-1,2030-9-6,2.08,99.91,517.61,2436.31,AA,Utilities
QW8IGYE7P,KPPZEF,2001-4-10,2034-10-28,2.65,96.63,203.13,7022.99,AAA,Materials
0I97UWW28,FZUC0T,1983-11-5,2048-7-22,2.88,100.93,848.4,2975.96,CCC,Industrials
MYJCGIS31,BOQ069,2012-4-8,2034-6-28,4.94,80.95,418.14,4963.27,BBB,Materials
JUKCB7H86,JZMG4O,1992-11-16,2024-7-13,2.05,82.3,863.22,8377.44,D,Finance
O4FL6724I,EHXZXB,2010-12-16,2046-7-4,2.45,117.43,443.94,7080.52,CCC,Real Estate
FCN851HN5,E0V0N2,1981-9-26,2049-12-11,2.26,117.83,142.58,1723.41,CC,Technology
ARCR6RYLS,BJKLQF,2016-11-24,2026-2-16,2.99,85.98,545.28,4312.43,BB,Energy
HGRXTHPHN,RX3Y1V,1997-11-28,2028-5-22,0.87,91.27,803.61,5990.55,D,Energy
V3DUC1X1W,C516NZ,2018-8-20,2040-4-10,0.77,90.66,526.66,4900.6,D,Utilities
NKFQFS8U5,MGZW24,2005-9-4,2027-8-5,2.84,102.98,507.62,2458.58,AAA,Technology
LPV7FIQAJ,X7JHZI,1996-7-18,2031-1-5,2.35,99.03,188.25,7401.29,D,Consumer Discretionary
9F8OSXV6Q,EAM83J,1989-11-17,2027-5-9,4.27,118.45,782.47,7148.88,C,Consumer Staples
3MW5I9FGL,6Y5K4Z,2007-3-15,2030-4-18,0.74,103.83,829.22,1554.48,AA,Real Estate
SHIDFWTJI,UGTTCR,2008-6-1,2032-9-6,3.2,102.75,282.74,2368.65,AA,Industrials
847811S0P,8KCGVG,2008-8-24,2028-8-8,6.2,103.62,876.02,8349.83,CC,Industrials
KEB1EO9DJ,K9I672,1984-2-8,2037-1-13,3.04,102.59,350.02,4791.83,CCC,Real Estate
OSXQF776G,HGE0WT,2019-11-16,2039-6-10,6.91,115.84,521.82,2176.09,CCC,Consumer Staples
7Q8QBDSLK,9BVK4Y,1993-3-19,2031-11-26,4.93,112.6,864.62,4523.45,B,Industrials
455MZDCGL,Q8AP3G,2018-12-23,2029-11-12,7.56,101.02,792.44,5064.81,BBB,Real Estate
QMHU8PXWC,V8YLBO,1981-3-5,2024-2-14,8.59,106.06,857.34,1236.17,C,Consumer Discretionary
DZYM2FW6V,XRBD2F,1993-3-14,2040-4-20,7.52,87.45,809.14,1418.44,C,Consumer Staples
AKUDPSE4N,PTV00X,2005-10-6,2043-6-28,6.75,117.14,176.76,5846.26,A,Real Estate
GPSGRL6RI,EOE03S,1993-8-10,2025-12-25,6.01,97.97,162.05,3548.47,C,Industrials
39SETBJLM,PHST1I,2013-9-16,2043-8-9,7.85,92.22,812.42,5354.47,BB,Energy
297Q0AH07,2HOMCP,2016-1-7,2035-3-28,1.32,116.48,400.75,8166.69,CCC,Consumer Staples
1HZZPBRLI,L3U4XC,2020-6-10,2048-7-21,9.1,93.19,230.94,9298.16,B,Technology
9YW3W3XBY,HVOA49,2002-2-27,2043-4-13,4.52,112.98,656.22,7884.65,BBB,Utilities
CWOIR218U,2A640L,2014-8-15,2038-2-9,0.32,100.06,762.83,2103.12,C,Materials
KNOPTME57,35YY3A,1995-7-6,2049-11-20,7.26,83.45,961.9,9394.26,C,Utilities
7UH8M5U9L,N5487M,1998-8-12,2024-3-7,3.73,118.87,233.35,8518.29,BBB,Utilities
RSCP7L1VE,8BJH1P,1981-12-20,2028-8-11,0.45,93.09,424.2,7707.78,AA,Energy
S3L3UH6B1,DTBRRG,2000-4-24,2047-2-28,0.85,112.61,801.26,8381.17,C,Healthcare
LXASIPRUA,V9OI77,1985-8-6,2030-2-24,9.1,89.05,635.2,6559.3,A,Healthcare
O0N21KW5G,V6J6RC,1980-2-17,2048-9-13,9.44,101.46,401.13,8046.61,D,Consumer Discretionary
A8CAZ1OD8,IQ1Y33,1982-6-8,2041-8-14,3.05,88.76,933.72,2081.56,CCC,Finance
XQB7EZLMK,2DSP73,1989-6-15,2037-6-12,6.14,103.63,229.75,3753.99,D,Finance
XK40YEIQ5,4TGCRR,1994-12-11,2025-7-2,2.9,110.51,655.6,8691.18,C,Utilities
6TGENIKOJ,V45H0F,2003-1-7,2038-6-10,7.54,86.43,556.73,2070.78,A,Technology
6PH8S3XGC,RWVFRP,2007-8-27,2040-6-27,1.37,117.06,769.96,2379.19,BB,Real Estate
092UL1CBB,S50WHW,1991-4-7,2029-1-24,1.6,106.45,229.58,3355.58,CC,Technology
XRDPAN00W,YVNLRU,1999-7-28,2044-6-6,2.5,80.98,275.75,3783.44,CCC,Consumer Staples
RT54194A4,K905TZ,2015-6-16,2049-6-16,0.36,115.47,852.6,1082.2,BBB,Healthcare
LRZQJNPO8,7W9M8X,1987-11-25,2033-6-26,0.97,119.42,299.1,3766.73,CC,Consumer Staples
AG9J2JL6N,SXNDDI,2018-8-22,2030-9-14,2.7,114.64,568.67,7502.94,A,Materials
ORLB0FM4T,W05V5P,2012-3-5,2024-3-26,5.39,88.19,742.46,7744.84,A,Materials
9D7S7V651,MFH7DD,2012-7-10,2032-8-12,0.66,104.21,199.19,8577.02,BBB,Utilities
AJA1Z4XCX,L8BQAE,1986-8-15,2044-2-20,5.36,94.31,720.74,6576.65,A,Real Estate
VECWM3MRN,PQ065J,1996-2-23,2038-5-28,8.24,118.01,922.09,8856.53,CCC,Utilities
U68YH9M0O,B8EOG8,1983-2-28,2032-11-23,4.36,95.89,387.99,9508.66,BB,Finance
XQ5UNU4LJ,YATMBC,1982-1-8,2031-11-28,2.7,106.77,368.73,6789.27,B,Real Estate
ZWPMZF8ZD,TTZD5N,2010-6-3,2038-7-22,6.41,80.73,217.44,4961.2,CC,Materials
XSLCU56Z0,EH5148,2013-3-17,2044-6-14,3.54,110.11,320.42,3205.36,CCC,Energy
M7T715M4Y,D5W0QV,2013-9-17,2032-2-27,2.06,89.93,775.65,9202.19,CC,Technology
F00NY896Y,JPS48K,1986-12-15,2036-1-9,6.85,106.91,972.52,8545.72,CCC,Consumer Discretionary
LE4ESSZDT,MGDDCX,1998-10-21,2045-4-10,7.88,90.81,485.37,6856.15,D,Technology
QR0O72UTI,KQKRGL,2006-9-8,2028-10-1,9.38,100.0,878.92,1373.61,CC,Materials
UMKK0P2RB,LTUQKO,1983-7-22,2028-5-11,5.43,108.47,903.88,4528.8,AAA,Industrials
XD0SBJPGR,IU5MCU,2018-5-25,2031-6-25,5.34,118.98,274.31,2950.74,BBB,Healthcare
HAPPMF9AE,TISL8K,2007-10-25,2026-8-1,9.75,81.44,432.74,1508.1,BB,Consumer Discretionary
QLDQX8KS9,NNPKRL,2005-11-26,2049-4-12,9.42,110.32,935.25,4751.31,B,Materials
1UMZP1H4P,890GCS,1994-3-21,2045-5-16,0.94,87.24,855.4,6954.54,CC,Energy
VGUHOB4VL,CDU4DM,2006-2-15,2037-12-26,6.18,85.0,440.6,3990.02,BB,Technology
XK9QL5LO4,LLXMTZ,1995-6-27,2048-5-15,3.43,108.44,258.05,4143.8,AA,Technology
PP1FO29I3,75OIWY,1986-2-3,2048-6-10,0.94,111.47,602.88,5119.99,AA,Real Estate
QT8S7CD1A,VQ0KVJ,2018-5-23,2033-9-7,1.05,104.65,261.55,3033.32,AA,Finance
5TVP9L3XO,79B9P9,2016-5-14,2029-12-15,9.37,111.71,545.51,2508.1,CC,Energy
4HXLPXO0F,W9X7PX,2018-9-13,2025-2-9,7.85,114.47,909.62,2205.36,C,Materials
RJY958NCC,F5C7UZ,1991-10-12,2026-9-17,2.23,87.08,702.95,1638.89,A,Consumer Discretionary
CEZZ454VG,8JDNGQ,1991-7-24,2049-4-22,0.32,98.97,403.68,7929.2,C,Utilities
LRKY3RH83,Q2TT1N,2009-7-17,2050-6-15,5.18,87.93,363.48,6637.23,CC,Finance
FDH92KTK5,VI8E1K,2006-6-17,2044-10-22,9.65,87.09,336.93,8966.13,CCC,Healthcare
SYN2WZMXQ,R4192V,2003-3-7,2033-12-24,7.32,87.03,822.17,8139.24,CCC,Healthcare
LU0P3SYY6,GJRN92,2015-4-24,2050-8-9,5.79,87.93,468.74,5313.75,C,Consumer Staples
SXYK1STFN,MDNBAM,2011-7-3,2033-6-28,8.55,85.78,112.7,1914.99,C,Real Estate
3ZLZXGYIM,Q8CY9P,1984-11-6,2029-11-2,2.66,80.64,467.8,3799.11,A,Energy
8CND1G079,N66637,2017-2-23,2024-9-10,7.0,98.7,149.17,7146.06,B,Consumer Staples
